"Processing time-constrained aggregate queries in CASE-DB","Wen-Chi Hou;Gultekin Ozsoyoglu","Southern Illinois Univ., Carbondale;Case Western Reserve Univ., Cleveland, OH","null","","1993","","","","","","","","","","https://dl.acm.org/doi/10.1145/151634.151636","Applied computing;Computers in other domains;Computer systems organization;Real-time systems;Information systems;Data management systems;Database management system engines;Database query processing;Information systems applications;Mathematics of computing;Probability and statistics;Statistical paradigms;Statistical graphics;Theory of computation;Theory and algorithms for application domains;Database theory;Reviewer: Alan Raymond Hevner;Become a reviewer for Computing Reviews.","","","","","","13","","","","","Association for Computing Machinery",""
"Modeling and simulation of routing protocol for mobile ad hoc networks using colored petri nets","Chaoyue Xiong;Tadao Murata;Jeffery Tsai","Department of Computer Science, University of Illinois at Chicago, Chicago, IL;Department of Computer Science, University of Illinois at Chicago, Chicago, IL;Department of Computer Science, University of Illinois at Chicago, Chicago, IL","null","","2002","","","","","","","","","","https://dl.acm.org/doi/10.5555/846335.846350","Computer systems organization;Architectures;Other architectures;Special purpose systems;Networks;Network protocols;Network layer protocols;Routing protocols;Network types;Mobile networks;Wireless access networks;Software and its engineering;Software organization and properties;Software system structures;Software system models;Petri nets","","","","","","4","","","","","Australian Computer Society, Inc.",""
"Lock bypassing: an efficient algorithm for concurrently accessing priority heaps","Yong Yan;Xiaodong Zhang","College of William and Mary;College of William and Mary","null","","1998","","","","","","","","","","https://dl.acm.org/doi/10.1145/297096.297116","Information systems;Information storage systems;Record storage systems;Directory structures;B-trees;Mathematics of computing;Discrete mathematics;Graph theory;Trees;Theory of computation;Design and analysis of algorithms;Data structures design and analysis;Sorting and searching","","","","","","4","","","","","Association for Computing Machinery",""
