"A Viewer-Centric Editor for 3D Movies","S. Koppal; C. L. Zitnick; M. Cohen; S. B. Kang; B. Ressler; A. Colburn","Harvard University; Microsoft Research; Microsoft Research; Microsoft Research; Microsoft Research; University of Washington","IEEE Computer Graphics and Applications","","2011","31","1","20","35","","","","10.1109/MCG.2010.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/5432118","stereoscopy;digital cinematography;3D movies digital editing;user interfaces;user studies;image-based rendering;novel view synthesis;multiview geometry;computer graphics;graphics and multimedia","Motion pictures;Layout;Abstracts;Digital cameras;Shape;Process planning;Stereo vision;Eyes;Image converters;Rendering (computer graphics)","stereo image processing;video signal processing","3D movies;viewer centric digital editor;scene perception;shot planning;after-the-fact digital manipulation","","40","","","18 March 2010","","","IEEE","IEEE Conferences"
"Almost optimal phaseless compressed sensing with sublinear decoding time","V. Nakos","Harvard University","2017 IEEE International Symposium on Information Theory (ISIT)","","2017","","","1142","1146","","","","10.1109/ISIT.2017.8006707","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/8006707","","Time measurement;Signal processing algorithms;Decoding;Compressed sensing;Phase measurement;Approximation algorithms;Sensors","compressed sensing;decoding;vectors","almost optimal phaseless compressed sensing;sublinear decoding time;compressive phase retrieval;approximately k-sparse signal;CBJC14;PLR14;YLPR15;recovery scheme;k-sparse vectors","","1","","","","","","IEEE","IEEE Conferences"
"Multi-view Video Compression for 3D Displays","M. Zwicker; S. Yea; A. Vetro; C. Forlines; W. Matusik; H. Pfister","University of California, San Diego; Mitsubishi Electric Research Laboratories; Mitsubishi Electric Research Laboratories; Mitsubishi Electric Research Laboratories; Adobe Systems, Inc.; Harvard University","2007 Conference Record of the Forty-First Asilomar Conference on Signals, Systems and Computers","","2007","","","1506","1510","","","","10.1109/ACSSC.2007.4487481","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/4487481","","Video compression;Three dimensional displays;Image coding;Image quality;Glass;Pixel;Data compression;Streaming media;Pipelines;Bandwidth","data compression;filtering theory;three-dimensional displays;video coding;video streaming","multiview video compression;3D display;data compression;video streaming;prefiltering;multiview signal;display bandwidth;image quality","","1","","","","","","IEEE","IEEE Conferences"
"Peering Into the Anneal Process of a Quantum Annealer","E. Pelofske; G. Hahn; H. Djidjev","Los Alamos National Laboratory; Harvard University; Los Alamos National Laboratory","2019 20th International Conference on Parallel and Distributed Computing, Applications and Technologies (PDCAT)","","2019","","","184","189","","","","10.1109/PDCAT46702.2019.00043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/9029158","D-Wave;quantum;annealing;slicing;anneal curve","Annealing;Schedules;Genetic algorithms;Sociology;Statistics;Visualization;Simulated annealing","","","","","","","","","","IEEE","IEEE Conferences"
"Is Cognitive Neuropsychology Plausible? The Perils of Sitting on a One-Legged Stool","S. M. Kosslyn; J. M. Intriligator","; Harvard University","Journal of Cognitive Neuroscience","","1992","4","1","96","105","","","","10.1162/jocn.1992.4.1.96","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/6793292","","","","","","","","","","","","MITP","IEEE Conferences"
"A new way of managing: Studies comparing U.S. companies with others suggest that U.S. management has failed to grasp that traditional incentives will not motivate an educated work force","M. Maccoby","Harvard University","IEEE Spectrum","","1984","21","6","69","72","","","","10.1109/MSPEC.1984.6370094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/6370094","","Companies;Maintenance engineering;Training;Automation;Computers;Job shop scheduling","","","","","","","","","","IEEE","IEEE Conferences"
"What Makes a Visualization Memorable?","M. A. Borkin; A. A. Vo; Z. Bylinskii; P. Isola; S. Sunkavalli; A. Oliva; H. Pfister","Harvard University; Harvard University; Massachusetts Institute of Technology; Massachusetts Institute of Technology; Harvard University; Massachusetts Institute of Technology; Harvard University","IEEE Transactions on Visualization and Computer Graphics","","2013","19","12","2306","2315","","","","10.1109/TVCG.2013.234","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/6634103","Data visualization;Taxonomy;Information technology;Encoding;memorability;Visualization taxonomy;information visualization","Data visualization;Taxonomy;Information technology;Encoding","data visualisation","visualization community;data understanding;visualization type;news media sites;government reports;scientific journals;infographic sources;data-ink ratios;visual densities;Amazon;Mechanical Turk;memorability scores","","128","","","","","","IEEE","IEEE Conferences"
"Accelerating Bayesian Inference on Structured Graphs Using Parallel Gibbs Sampling","G. G. Ko; Y. Chai; R. A. Rutenbar; D. Brooks; G. Wei","Harvard University; Harvard University; University of Pittsburgh; Harvard University; Harvard University","2019 29th International Conference on Field Programmable Logic and Applications (FPL)","","2019","","","159","165","","","","10.1109/FPL.2019.00033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/8892191","Bayesian inference;Markov chain Monte Carlo;Gibbs sampling;hardware accelerator;Markov random field","Source separation;Computational modeling;Bayes methods;Image color analysis;Markov processes;Computer architecture;Field programmable gate arrays","approximation theory;Bayes methods;field programmable gate arrays;graph theory;image matching;inference mechanisms;iterative methods;learning (artificial intelligence);Markov processes;microprocessor chips;Monte Carlo methods;source separation;stereo image processing;system-on-chip","Bayesian inference;Bayesian models;posterior distribution;approximate methods;Markov chain Monte Carlo technique;probabilistic graphical models;binary label MRF Gibbs sampling inference architecture;parallel Gibbs sampling;MCMC;machine learning;iteration methods;Markov random field;chromatic scheduling;sound source separation;stereo matching;hybrid CPU-FPGA implementation;structured graphs;CPU-FPGA SoC","","","","","","","","IEEE","IEEE Conferences"
"'Winning' and 'losing' at work","M. Maccoby","Harvard University","IEEE Spectrum","","1973","10","7","39","48","","","","10.1109/MSPEC.1973.5217550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/5217550","","Engineering management;Industrial psychology;Problem-solving;Organizing","","","","","","","","","","IEEE","IEEE Conferences"
"Evaluation of Filesystem Provenance Visualization Tools","M. A. Borkin; C. S. Yeh; M. Boyd; P. Macko; K. Z. Gajos; M. Seltzer; H. Pfister","Harvard University; Harvard University; Harvard University; Harvard University; Harvard University; Harvard University; Harvard University","IEEE Transactions on Visualization and Computer Graphics","","2013","19","12","2476","2485","","","","10.1109/TVCG.2013.155","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=https://ieeexplore.ieee.org/document/6634189","Data visualization;Context awareness;Layout;Encoding;gender differences;Provenance data;graph/network data;hierarchy data;quantitative evaluation","Data visualization;Context awareness;Layout;Encoding","data visualisation;file organisation;gender issues;user interfaces","subjective measures;system activity;quantitative evaluation;Orbiter;node link based tool;data exploration;user mental model;time based hierarchical node grouping method;interactive radial based tree layout;high level summary;node link diagram;visual representation;complex hierarchical structure;filesystem provenance data;filesystem provenance visualization tools","","23","","","","","","IEEE","IEEE Conferences"
